,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
3721,47,Female,56.0,1.61,175.0,150.0,75.0,0.7,Mixed,28.1,4.1,3,0,21.6,8.0,0.75,6.0,235.2
3722,52,Male,66.5,1.8,177.0,143.0,82.0,0.58,Cardio,22.7,2.6,2,0,20.6,7.0,0.6421052631578947,4.494736842105263,173.4
3723,52,Male,76.7,1.69,162.0,131.0,73.0,0.91,Cardio,20.8,3.2,5,1,27.0,7.0,0.651685393258427,4.561797752808989,318.4
3724,56,Female,79.2,1.65,168.0,141.0,76.0,0.61,Strength,21.4,3.6,2,0,29.3,6.0,0.7065217391304348,4.239130434782609,204.8
3725,44,Male,67.3,1.7,168.0,140.0,73.0,0.35,Strength,26.5,3.1,3,0,23.3,6.0,0.7052631578947368,4.231578947368421,99.7
3726,43,Female,64.9,1.61,173.0,121.0,58.0,1.23,Yoga,20.7,3.6,6,3,24.9,3.0,0.5478260869565217,1.643478260869565,131.2
3727,31,Male,64.1,1.58,192.0,160.0,64.0,0.68,Mixed,24.1,3.7,3,1,25.7,8.0,0.75,6.0,261.5
3728,34,Male,86.9,1.67,185.0,155.0,64.0,0.54,Mixed,24.8,3.5,3,0,31.2,8.0,0.7520661157024794,6.016528925619835,282.3
3729,35,Female,44.9,1.58,192.0,137.0,69.0,0.69,Yoga,32.4,3.7,2,0,18.0,3.0,0.5528455284552846,1.6585365853658538,51.4
3730,46,Male,76.2,1.68,175.0,149.0,71.0,0.98,Mixed,20.9,4.6,6,2,27.0,8.0,0.75,6.0,448.1
3731,37,Female,75.1,1.72,186.0,147.0,56.0,1.02,Strength,8.9,4.3,7,3,25.5,6.0,0.7,4.199999999999999,321.7
3732,44,Male,70.2,1.77,173.0,139.0,62.0,0.68,Strength,18.4,3.8,7,2,22.5,6.0,0.6936936936936937,4.162162162162162,198.7
3733,35,Male,81.3,1.79,180.0,148.0,75.0,0.94,Strength,14.8,3.4,4,1,25.3,6.0,0.6952380952380952,4.171428571428571,318.8
3734,21,Female,72.5,1.64,193.0,145.0,55.0,1.22,Cardio,32.0,3.7,7,2,27.0,7.0,0.6521739130434783,4.565217391304348,403.8
3735,18,Female,78.8,1.73,197.0,176.0,57.0,0.92,HIIT,22.3,3.4,7,3,26.3,9.5,0.85,8.075,585.4
3736,18,Female,97.6,1.73,199.0,140.0,70.0,0.59,Yoga,27.1,3.4,2,0,32.6,3.0,0.5426356589147286,1.6279069767441858,93.7
3737,43,Male,71.9,1.71,183.0,140.0,61.0,1.27,Cardio,11.2,3.7,7,3,24.5,7.0,0.6475409836065574,4.532786885245902,413.9
3738,37,Female,64.2,1.63,185.0,156.0,68.0,1.21,Mixed,21.8,4.7,5,2,24.1,8.0,0.7521367521367521,6.017094017094017,467.4
3739,40,Female,57.9,1.58,174.0,158.0,73.0,0.77,HIIT,24.7,2.6,5,1,23.3,9.5,0.8415841584158416,7.995049504950495,356.4
3740,27,Female,78.5,1.73,191.0,164.0,83.0,0.28,Mixed,30.6,3.4,2,0,26.2,8.0,0.75,6.0,131.9
3741,28,Female,54.4,1.51,192.0,138.0,73.0,0.6,Yoga,14.4,3.2,5,1,23.9,3.0,0.5462184873949579,1.638655462184874,53.5
3742,58,Male,65.7,1.65,177.0,162.0,76.0,0.48,HIIT,24.3,3.1,2,0,24.1,9.5,0.8514851485148515,8.089108910891088,255.1
3743,58,Male,50.6,1.45,162.0,139.0,85.0,0.59,Strength,25.8,3.3,2,0,24.1,6.0,0.7012987012987013,4.207792207792208,125.6
3744,22,Male,56.1,1.55,200.0,157.0,55.0,0.78,Strength,13.0,3.8,6,3,23.5,6.0,0.7034482758620689,4.220689655172413,184.7
3745,18,Male,54.7,1.59,197.0,180.0,81.0,0.93,HIIT,24.5,3.4,4,1,21.6,9.5,0.853448275862069,8.107758620689655,412.4
3746,34,Male,82.2,1.79,190.0,156.0,79.0,0.83,Strength,24.0,3.6,3,1,25.7,6.0,0.6936936936936937,4.162162162162162,284.0
3747,39,Male,69.9,1.75,188.0,154.0,74.0,0.35,Strength,21.9,2.8,2,0,22.9,6.0,0.7017543859649122,4.2105263157894735,103.0
3748,51,Female,69.8,1.62,168.0,138.0,66.0,0.79,Strength,28.0,3.7,4,1,26.5,6.0,0.7058823529411765,4.235294117647059,233.5
3749,58,Male,75.1,1.75,165.0,119.0,62.0,0.98,Yoga,15.7,4.1,7,2,24.4,3.0,0.5533980582524272,1.6601941747572817,122.2
3750,46,Female,70.2,1.77,177.0,161.0,74.0,0.68,HIIT,25.1,3.5,3,0,22.5,9.5,0.8446601941747572,8.024271844660193,383.0
3751,21,Female,83.8,1.66,199.0,181.0,76.0,0.8,HIIT,20.8,3.3,5,1,30.3,9.5,0.8536585365853658,8.109756097560975,543.7
3752,22,Female,56.1,1.54,204.0,155.0,63.0,0.25,Cardio,23.8,2.6,3,0,23.6,7.0,0.6524822695035462,4.567375886524824,64.1
3753,28,Female,72.9,1.66,188.0,161.0,80.0,0.84,Mixed,28.7,4.6,4,1,26.5,8.0,0.75,6.0,367.4
3754,38,Male,59.1,1.67,178.0,148.0,60.0,1.08,Mixed,10.5,4.1,7,3,21.2,8.0,0.7457627118644068,5.966101694915254,380.8
3755,52,Male,43.6,1.56,168.0,138.0,81.0,0.61,Cardio,31.8,3.3,2,0,18.0,7.0,0.6551724137931034,4.586206896551724,122.0
3756,29,Male,64.0,1.72,189.0,159.0,69.0,0.34,Mixed,13.5,3.7,2,0,21.7,8.0,0.75,6.0,130.6
3757,43,Female,52.5,1.71,162.0,136.0,74.0,0.86,Strength,26.0,3.5,5,1,18.0,6.0,0.7045454545454546,4.227272727272728,190.9
3758,36,Male,68.6,1.72,180.0,164.0,72.0,0.74,HIIT,21.0,3.3,5,1,23.1,9.5,0.8518518518518519,8.092592592592593,410.8
3759,24,Male,87.1,1.71,185.0,148.0,78.0,0.31,Cardio,32.9,2.2,3,0,29.9,7.0,0.6542056074766355,4.579439252336448,123.6
3760,24,Male,62.6,1.75,194.0,137.0,67.0,0.28,Yoga,22.5,3.0,4,1,20.4,3.0,0.5511811023622047,1.6535433070866143,29.0
3761,43,Male,49.7,1.66,181.0,148.0,73.0,0.28,Strength,30.3,3.1,2,0,18.0,6.0,0.6944444444444444,4.166666666666666,58.0
3762,57,Male,86.7,1.7,163.0,121.0,69.0,0.56,Yoga,26.4,2.9,2,0,30.0,3.0,0.5531914893617021,1.6595744680851063,80.6
3763,22,Male,59.5,1.64,199.0,163.0,79.0,0.7,Strength,29.9,3.3,2,0,22.1,6.0,0.7,4.199999999999999,174.9
3764,38,Female,62.9,1.62,181.0,146.0,82.0,0.47,Cardio,19.4,3.1,2,0,23.9,7.0,0.6464646464646465,4.525252525252526,133.8
3765,31,Female,89.3,1.81,190.0,172.0,71.0,0.59,HIIT,25.2,2.9,3,1,27.2,9.5,0.8487394957983193,8.063025210084033,424.8
3766,21,Male,56.8,1.48,205.0,138.0,57.0,0.98,Yoga,27.4,4.2,4,1,26.1,3.0,0.5472972972972973,1.6418918918918917,91.4
3767,40,Female,84.4,1.77,178.0,164.0,82.0,0.48,HIIT,34.1,3.2,3,0,27.0,9.5,0.8541666666666666,8.114583333333332,328.7
3768,59,Female,72.3,1.62,161.0,135.0,76.0,0.48,Strength,26.8,3.4,2,0,27.6,6.0,0.6941176470588235,4.164705882352941,144.5
3769,37,Male,46.4,1.6,179.0,160.0,55.0,1.37,HIIT,13.0,3.9,7,2,18.0,9.5,0.8467741935483871,8.044354838709678,511.4
3770,32,Female,53.4,1.71,178.0,161.0,61.0,0.86,HIIT,18.7,3.7,5,1,18.3,9.5,0.8547008547008547,8.11965811965812,372.9
3771,46,Male,67.2,1.53,175.0,159.0,70.0,0.82,HIIT,21.4,3.4,2,0,28.7,9.5,0.8476190476190476,8.052380952380952,443.7
3772,25,Female,53.3,1.6,201.0,182.0,75.0,0.67,HIIT,30.3,3.3,2,0,20.9,9.5,0.8492063492063492,8.067460317460318,288.1
3773,58,Male,54.2,1.6,174.0,157.0,60.0,0.85,HIIT,16.2,3.3,6,2,21.3,9.5,0.8508771929824561,8.083333333333334,372.4
3774,36,Female,52.1,1.66,183.0,155.0,71.0,0.78,Mixed,30.6,4.3,3,0,18.9,8.0,0.75,6.0,243.8
3775,56,Female,57.3,1.6,163.0,149.0,75.0,0.57,HIIT,21.6,2.9,5,1,22.4,9.5,0.8409090909090909,7.988636363636364,260.9
3776,45,Female,76.5,1.84,180.0,133.0,76.0,1.13,Yoga,33.4,4.4,3,1,22.6,3.0,0.5480769230769231,1.6442307692307694,142.1
3777,44,Female,70.0,1.86,185.0,156.0,70.0,1.02,Mixed,23.8,4.2,7,2,20.3,8.0,0.7478260869565218,5.982608695652174,427.2
3778,21,Male,43.2,1.48,193.0,132.0,57.0,1.21,Yoga,23.6,4.1,4,2,19.8,3.0,0.5514705882352942,1.6544117647058825,86.5
3779,32,Female,76.0,1.73,191.0,155.0,70.0,0.99,Strength,18.3,3.9,6,2,25.3,6.0,0.7024793388429752,4.214876033057851,317.1
3780,52,Male,64.8,1.77,177.0,128.0,68.0,0.52,Yoga,14.9,3.6,5,1,20.8,3.0,0.5504587155963303,1.651376146788991,55.6
3781,54,Male,64.9,1.73,165.0,144.0,80.0,0.61,Mixed,24.6,4.0,5,1,21.6,8.0,0.7529411764705882,6.023529411764706,238.5
3782,18,Female,46.9,1.61,196.0,159.0,71.0,0.84,Strength,21.4,3.5,4,1,18.0,6.0,0.704,4.224,166.4
3783,20,Female,87.0,1.66,204.0,167.0,81.0,0.3,Strength,31.4,3.1,3,0,31.8,6.0,0.6991869918699187,4.195121951219512,109.5
3784,41,Male,71.5,1.61,172.0,156.0,63.0,1.4,HIIT,15.8,3.9,7,3,27.8,9.5,0.8532110091743119,8.105504587155963,811.4
3785,44,Female,59.1,1.64,182.0,128.0,62.0,1.0,Yoga,16.2,3.8,5,3,22.0,3.0,0.55,1.65,97.5
3786,57,Male,49.6,1.56,173.0,158.0,73.0,0.62,HIIT,25.4,3.1,2,0,20.4,9.5,0.85,8.075,248.3
3787,53,Female,66.9,1.67,164.0,150.0,71.0,0.67,HIIT,25.7,3.2,4,2,24.0,9.5,0.8494623655913979,8.06989247311828,361.7
3788,51,Male,56.0,1.53,177.0,162.0,75.0,0.73,HIIT,18.5,3.4,3,1,23.9,9.5,0.8529411764705882,8.102941176470589,331.2
3789,46,Female,52.1,1.66,177.0,161.0,68.0,1.27,HIIT,31.0,3.9,4,1,18.9,9.5,0.8532110091743119,8.105504587155963,536.3
3790,41,Female,43.5,1.56,186.0,156.0,68.0,0.78,Mixed,28.7,4.6,3,1,18.0,8.0,0.7457627118644068,5.966101694915254,202.4
3791,41,Male,63.3,1.7,176.0,129.0,71.0,0.54,Yoga,23.6,3.5,2,0,21.9,3.0,0.5523809523809524,1.6571428571428573,56.6
3792,59,Male,46.8,1.61,164.0,139.0,64.0,1.3,Mixed,10.1,4.7,6,3,18.0,8.0,0.75,6.0,365.0
3793,21,Male,72.1,1.71,200.0,167.0,66.0,1.16,Mixed,20.3,4.6,7,2,24.7,8.0,0.753731343283582,6.029850746268656,504.3
3794,20,Female,79.0,1.79,196.0,159.0,71.0,0.78,Strength,30.3,3.9,5,1,24.7,6.0,0.704,4.224,260.3
3795,51,Female,68.0,1.84,167.0,152.0,63.0,1.15,HIIT,16.4,3.5,7,2,20.1,9.5,0.8557692307692307,8.129807692307692,635.8
3796,40,Female,46.0,1.45,183.0,133.0,72.0,0.96,Yoga,13.7,3.6,4,2,21.9,3.0,0.5495495495495496,1.648648648648649,72.8
3797,40,Female,79.2,1.6,174.0,126.0,68.0,0.48,Yoga,27.3,3.2,3,0,31.1,3.0,0.5471698113207547,1.641509433962264,62.4
3798,22,Male,73.8,1.65,192.0,141.0,79.0,0.47,Yoga,16.5,3.5,2,0,27.1,3.0,0.5486725663716814,1.646017699115044,57.1
3799,48,Male,66.1,1.73,166.0,123.0,70.0,0.82,Yoga,16.1,3.6,5,2,22.2,3.0,0.5520833333333334,1.65625,89.8
3800,58,Female,76.1,1.51,158.0,144.0,63.0,0.75,HIIT,24.8,3.2,4,2,33.2,9.5,0.8526315789473684,8.1,462.3
3801,23,Female,48.1,1.58,198.0,155.0,55.0,0.98,Strength,19.5,4.2,7,3,19.2,6.0,0.6993006993006993,4.195804195804196,197.8
3802,54,Female,59.5,1.69,163.0,142.0,77.0,0.88,Mixed,24.3,4.5,3,0,20.7,8.0,0.7558139534883721,6.046511627906977,316.6
3803,27,Male,67.2,1.69,199.0,162.0,76.0,0.89,Strength,19.2,3.6,5,1,23.6,6.0,0.6991869918699187,4.195121951219512,250.9
3804,57,Male,53.1,1.72,156.0,131.0,74.0,0.86,Strength,13.3,4.5,5,2,18.0,6.0,0.6951219512195121,4.170731707317072,190.5
3805,24,Female,92.7,1.72,199.0,180.0,73.0,0.84,HIIT,24.8,3.2,3,1,31.2,9.5,0.8492063492063492,8.067460317460318,628.2
3806,56,Male,72.6,1.71,162.0,132.0,62.0,1.16,Strength,11.6,4.1,7,2,24.7,6.0,0.7,4.199999999999999,353.7
3807,55,Female,60.2,1.7,164.0,134.0,78.0,0.69,Cardio,25.5,2.7,3,0,20.8,7.0,0.6511627906976745,4.558139534883721,189.3
3808,38,Female,73.3,1.69,185.0,137.0,78.0,0.25,Yoga,37.8,3.1,2,0,25.8,3.0,0.5514018691588785,1.6542056074766354,30.3
3809,37,Male,75.0,1.75,170.0,137.0,77.0,1.1,Cardio,29.1,3.2,2,0,24.6,7.0,0.6451612903225806,4.516129032258064,372.6
3810,20,Male,48.3,1.46,189.0,171.0,66.0,0.27,HIIT,18.1,2.6,3,1,22.8,9.5,0.8536585365853658,8.109756097560975,105.8
3811,39,Male,64.5,1.83,181.0,134.0,78.0,0.85,Yoga,33.2,4.0,3,0,19.2,3.0,0.5436893203883495,1.6310679611650485,89.4
3812,21,Male,38.9,1.46,198.0,157.0,62.0,1.31,Strength,13.3,4.0,7,3,18.3,6.0,0.6985294117647058,4.191176470588236,213.6
3813,45,Female,80.9,1.57,168.0,143.0,85.0,0.86,Strength,18.5,3.7,2,0,32.7,6.0,0.6987951807228916,4.19277108433735,291.7
3814,29,Male,51.1,1.66,201.0,142.0,70.0,0.71,Yoga,22.9,3.9,5,1,18.6,3.0,0.549618320610687,1.6488549618320612,59.8
3815,55,Male,94.0,1.75,159.0,146.0,68.0,1.11,HIIT,12.6,4.0,6,3,30.8,9.5,0.8571428571428571,8.142857142857142,849.6
3816,53,Male,43.4,1.45,164.0,134.0,77.0,0.52,Cardio,21.4,2.6,4,1,20.6,7.0,0.6551724137931034,4.586206896551724,103.5
3817,58,Male,76.4,1.68,168.0,154.0,75.0,0.31,HIIT,27.8,2.5,3,0,27.2,9.5,0.8494623655913979,8.06989247311828,191.1
3818,22,Female,80.0,1.76,195.0,161.0,81.0,0.61,Strength,22.9,3.6,2,0,25.9,6.0,0.7017543859649122,4.2105263157894735,205.5
3819,30,Female,84.4,1.78,186.0,168.0,66.0,0.83,HIIT,14.8,3.2,4,1,26.7,9.5,0.85,8.075,565.7
3820,40,Male,69.8,1.61,182.0,166.0,74.0,0.51,HIIT,34.2,2.7,3,0,26.9,9.5,0.8518518518518519,8.092592592592593,288.1
3821,47,Male,49.0,1.65,169.0,136.0,57.0,0.92,Strength,8.0,3.2,7,3,18.0,6.0,0.7053571428571429,4.232142857142858,190.8
3822,54,Female,55.8,1.62,168.0,124.0,69.0,0.65,Yoga,23.2,4.0,4,1,21.3,3.0,0.5555555555555556,1.6666666666666667,60.4
3823,42,Female,49.9,1.64,181.0,124.0,55.0,0.85,Yoga,16.9,4.0,4,2,18.5,3.0,0.5476190476190477,1.642857142857143,69.7
3824,44,Male,61.6,1.58,178.0,143.0,79.0,0.53,Cardio,22.7,2.1,3,1,24.8,7.0,0.6464646464646465,4.525252525252526,147.7
3825,31,Female,47.4,1.59,195.0,174.0,58.0,1.44,HIIT,9.6,3.9,7,3,18.7,9.5,0.8467153284671532,8.043795620437956,549.0
3826,53,Female,53.5,1.72,165.0,142.0,74.0,0.82,Mixed,22.9,4.1,4,1,18.0,8.0,0.7472527472527473,5.978021978021978,262.3
3827,56,Female,66.1,1.69,161.0,119.0,66.0,1.24,Yoga,12.9,4.3,6,2,23.1,3.0,0.5578947368421052,1.6736842105263157,137.2
3828,33,Female,53.8,1.73,187.0,155.0,59.0,1.33,Mixed,8.4,5.3,5,3,18.0,8.0,0.75,6.0,429.3
3829,39,Male,72.5,1.7,167.0,150.0,55.0,1.23,HIIT,13.6,3.6,6,3,25.0,9.5,0.8482142857142857,8.058035714285714,718.6
3830,38,Female,58.1,1.75,183.0,166.0,70.0,1.22,HIIT,26.4,4.1,2,0,19.0,9.5,0.8495575221238938,8.070796460176991,572.1
3831,38,Female,64.5,1.77,180.0,132.0,74.0,0.69,Yoga,29.0,3.5,3,0,20.6,3.0,0.5471698113207547,1.641509433962264,73.1
3832,25,Male,40.8,1.51,197.0,160.0,73.0,0.77,Strength,23.8,3.4,2,0,18.0,6.0,0.7016129032258065,4.209677419354839,132.3
3833,33,Male,77.8,1.59,183.0,149.0,70.0,0.35,Strength,22.7,2.9,2,0,30.6,6.0,0.6991150442477876,4.1946902654867255,114.2
3834,48,Male,49.8,1.66,179.0,124.0,57.0,1.57,Yoga,12.4,4.6,7,3,18.1,3.0,0.5491803278688525,1.6475409836065575,128.8
3835,59,Female,63.5,1.68,160.0,131.0,77.0,0.61,Cardio,24.1,2.7,3,0,22.5,7.0,0.6506024096385542,4.554216867469879,176.4
3836,27,Male,46.8,1.61,197.0,162.0,79.0,0.54,Strength,25.7,3.1,3,0,18.0,6.0,0.7033898305084746,4.220338983050848,106.7
3837,49,Female,64.8,1.77,168.0,134.0,69.0,0.51,Cardio,21.3,2.8,3,0,20.7,7.0,0.6565656565656566,4.595959595959596,151.9
3838,51,Male,109.4,1.88,171.0,154.0,56.0,1.16,HIIT,14.5,3.9,5,3,31.0,9.5,0.8521739130434782,8.095652173913043,1027.4
3839,26,Female,72.7,1.7,186.0,156.0,66.0,1.26,Mixed,20.5,5.1,7,2,25.2,8.0,0.75,6.0,549.6
3840,34,Male,60.2,1.69,175.0,127.0,69.0,1.14,Yoga,19.9,4.2,3,1,21.1,3.0,0.5471698113207547,1.641509433962264,112.7
3841,28,Male,74.3,1.76,191.0,159.0,63.0,0.84,Mixed,25.4,4.5,6,2,23.9,8.0,0.75,6.0,374.5
3842,49,Female,48.5,1.49,171.0,156.0,70.0,1.21,HIIT,23.4,3.4,7,2,21.8,9.5,0.8514851485148515,8.089108910891088,474.7
3843,27,Male,66.9,1.68,193.0,174.0,66.0,1.19,HIIT,18.7,4.2,5,2,23.6,9.5,0.8503937007874016,8.078740157480315,643.2
3844,39,Male,85.3,1.78,180.0,146.0,67.0,0.84,Strength,22.6,3.5,2,0,27.0,6.0,0.6991150442477876,4.1946902654867255,300.6
3845,34,Male,59.2,1.62,184.0,147.0,61.0,1.19,Strength,19.7,4.5,6,2,22.7,6.0,0.6991869918699187,4.195121951219512,295.5
3846,21,Male,60.3,1.56,202.0,153.0,62.0,0.89,Cardio,22.4,3.3,3,1,24.9,7.0,0.65,4.55,244.2
3847,42,Male,68.9,1.66,187.0,144.0,64.0,0.82,Cardio,19.0,2.8,5,2,24.9,7.0,0.6504065040650406,4.5528455284552845,257.2
3848,38,Female,63.6,1.67,195.0,149.0,63.0,0.48,Cardio,20.4,2.8,5,1,22.7,7.0,0.6515151515151515,4.5606060606060606,139.2
3849,54,Female,53.2,1.59,171.0,131.0,55.0,0.99,Cardio,14.3,3.0,5,3,21.1,7.0,0.6551724137931034,4.586206896551724,241.5
3850,55,Male,78.2,1.89,154.0,125.0,60.0,0.92,Strength,19.3,3.7,5,1,21.9,6.0,0.6914893617021277,4.148936170212767,298.5
3851,18,Male,71.4,1.63,205.0,161.0,80.0,0.72,Cardio,19.8,3.0,3,1,26.8,7.0,0.648,4.5360000000000005,233.2
3852,42,Female,66.4,1.56,183.0,139.0,58.0,0.82,Cardio,20.0,2.9,6,2,27.1,7.0,0.648,4.5360000000000005,247.0
3853,53,Female,54.3,1.67,166.0,122.0,68.0,1.01,Yoga,18.6,4.3,4,1,19.4,3.0,0.5510204081632653,1.6530612244897958,90.7
3854,34,Male,72.0,1.77,191.0,173.0,75.0,0.56,HIIT,24.8,2.2,3,0,23.0,9.5,0.8448275862068966,8.025862068965518,323.6
3855,58,Female,59.4,1.68,164.0,136.0,71.0,0.61,Strength,16.6,3.6,5,1,21.0,6.0,0.6989247311827957,4.193548387096774,151.9
3856,41,Male,81.3,1.73,179.0,147.0,73.0,0.61,Strength,28.1,3.4,5,1,27.2,6.0,0.6981132075471698,4.188679245283018,207.7
3857,19,Male,56.1,1.59,202.0,145.0,75.0,0.61,Yoga,20.9,3.6,2,0,22.1,3.0,0.5511811023622047,1.6535433070866143,56.6
3858,57,Male,109.7,1.83,160.0,116.0,63.0,1.11,Yoga,14.5,4.4,4,2,32.8,3.0,0.5463917525773195,1.6391752577319587,199.6
3859,32,Male,75.0,1.74,179.0,128.0,66.0,1.2,Yoga,16.0,4.5,5,2,24.9,3.0,0.5486725663716814,1.646017699115044,148.1
3860,49,Female,91.5,1.78,162.0,148.0,71.0,0.54,HIIT,26.6,3.0,4,1,28.7,9.5,0.8461538461538461,8.038461538461538,397.2
3861,56,Female,58.8,1.72,169.0,139.0,70.0,0.69,Strength,27.0,3.9,5,1,19.9,6.0,0.696969696969697,4.181818181818182,169.7
3862,23,Female,74.7,1.76,192.0,141.0,78.0,0.77,Yoga,24.5,3.9,3,0,24.0,3.0,0.5526315789473685,1.6578947368421053,95.4
3863,18,Male,67.1,1.59,194.0,146.0,57.0,1.15,Cardio,11.9,3.0,6,3,26.5,7.0,0.6496350364963503,4.547445255474452,350.9
3864,40,Female,52.8,1.63,172.0,134.0,64.0,0.92,Cardio,23.9,2.7,4,2,19.9,7.0,0.6481481481481481,4.537037037037037,220.4
3865,56,Male,79.3,1.81,162.0,117.0,63.0,0.73,Yoga,18.6,3.7,4,1,24.1,3.0,0.5454545454545454,1.6363636363636362,94.7
3866,34,Male,95.1,1.84,194.0,135.0,64.0,0.89,Yoga,10.7,4.0,6,2,28.2,3.0,0.5461538461538461,1.6384615384615384,138.7
3867,51,Female,55.6,1.57,168.0,139.0,72.0,0.79,Strength,30.5,4.0,3,0,22.7,6.0,0.6979166666666666,4.1875,183.9
3868,58,Male,59.9,1.7,155.0,132.0,80.0,0.55,Strength,23.0,3.7,2,0,20.6,6.0,0.6933333333333334,4.16,137.1
3869,46,Male,83.6,1.64,181.0,130.0,68.0,0.38,Yoga,18.7,4.0,3,0,31.2,3.0,0.5486725663716814,1.646017699115044,52.3
3870,26,Male,50.1,1.61,196.0,165.0,73.0,0.64,Mixed,30.2,3.9,2,0,19.3,8.0,0.7479674796747967,5.983739837398374,191.9
3871,30,Female,71.9,1.71,188.0,170.0,67.0,0.63,HIIT,16.8,3.3,4,1,24.6,9.5,0.8512396694214877,8.086776859504132,366.3
3872,23,Male,68.1,1.79,199.0,181.0,73.0,0.84,HIIT,25.4,3.8,5,1,21.2,9.5,0.8571428571428571,8.142857142857142,465.8
3873,23,Female,60.3,1.73,197.0,177.0,64.0,0.56,HIIT,23.0,3.2,3,1,20.3,9.5,0.849624060150376,8.071428571428571,272.6
3874,37,Male,73.2,1.65,179.0,163.0,70.0,0.84,HIIT,26.1,3.5,3,1,27.0,9.5,0.8532110091743119,8.105504587155963,498.4
3875,20,Female,69.5,1.73,197.0,179.0,75.0,0.58,HIIT,24.2,3.0,2,0,23.2,9.5,0.8524590163934426,8.098360655737704,326.4
3876,34,Male,69.3,1.64,180.0,130.0,70.0,0.97,Yoga,13.4,4.3,4,2,25.6,3.0,0.5454545454545454,1.6363636363636362,110.0
3877,29,Female,53.3,1.72,189.0,136.0,71.0,0.3,Yoga,28.7,3.0,3,0,18.0,3.0,0.5508474576271186,1.652542372881356,26.4
3878,18,Female,86.1,1.82,205.0,170.0,63.0,0.87,Mixed,27.2,3.7,5,1,26.0,8.0,0.7535211267605634,6.028169014084507,451.6
3879,34,Male,45.8,1.47,191.0,149.0,72.0,0.73,Cardio,20.0,2.8,3,1,21.1,7.0,0.6470588235294118,4.529411764705882,151.4
3880,20,Male,55.7,1.76,199.0,179.0,68.0,0.51,HIIT,21.8,3.1,3,0,18.0,9.5,0.8473282442748091,8.049618320610687,228.7
3881,43,Male,73.5,1.53,176.0,149.0,67.0,0.82,Mixed,15.4,3.8,5,1,31.5,8.0,0.7522935779816514,6.018348623853211,362.7
3882,32,Male,85.8,1.8,183.0,165.0,64.0,1.05,HIIT,13.6,3.5,6,2,26.4,9.5,0.8487394957983193,8.063025210084033,726.4
3883,53,Female,65.1,1.62,169.0,126.0,73.0,0.76,Yoga,17.3,3.6,4,1,24.9,3.0,0.5520833333333334,1.65625,81.9
3884,49,Male,70.4,1.56,164.0,118.0,62.0,0.6,Yoga,25.1,3.5,3,1,29.0,3.0,0.5490196078431373,1.647058823529412,69.6
3885,49,Female,76.5,1.75,175.0,160.0,74.0,0.47,HIIT,31.4,2.7,2,0,25.0,9.5,0.8514851485148515,8.089108910891088,290.8
3886,21,Male,61.3,1.72,201.0,181.0,70.0,0.71,HIIT,19.5,2.8,5,1,20.8,9.5,0.8473282442748091,8.049618320610687,350.3
3887,35,Female,58.2,1.58,184.0,153.0,61.0,1.26,Mixed,16.9,4.8,6,2,23.3,8.0,0.7479674796747967,5.983739837398374,438.8
3888,36,Female,51.5,1.55,186.0,133.0,68.0,1.18,Yoga,21.2,4.6,5,1,21.3,3.0,0.5508474576271186,1.652542372881356,100.4
3889,52,Female,60.7,1.66,166.0,153.0,79.0,0.57,HIIT,18.9,2.8,3,0,22.0,9.5,0.8505747126436781,8.080459770114942,279.6
3890,57,Male,46.1,1.56,164.0,139.0,62.0,1.05,Mixed,16.2,4.0,4,2,19.0,8.0,0.7549019607843137,6.03921568627451,292.3
3891,31,Male,49.8,1.57,190.0,149.0,73.0,0.71,Cardio,23.2,2.6,3,0,20.1,7.0,0.6495726495726496,4.547008547008547,160.8
3892,50,Female,78.9,1.69,176.0,149.0,69.0,1.09,Mixed,24.1,4.8,7,2,27.6,8.0,0.7476635514018691,5.981308411214953,514.4
3893,31,Female,63.5,1.58,191.0,158.0,59.0,1.18,Mixed,13.5,4.8,6,3,25.3,8.0,0.75,6.0,449.6
3894,51,Female,65.3,1.72,174.0,160.0,77.0,0.98,HIIT,27.5,3.2,5,1,22.0,9.5,0.8556701030927835,8.128865979381443,520.2
3895,21,Female,66.5,1.83,201.0,150.0,55.0,1.22,Cardio,9.4,3.9,5,3,19.9,7.0,0.6506849315068494,4.554794520547945,369.5
3896,41,Female,62.0,1.67,179.0,147.0,74.0,0.61,Strength,38.7,4.1,3,0,22.4,6.0,0.6952380952380952,4.171428571428571,157.8
3897,46,Male,51.6,1.69,177.0,142.0,79.0,0.8,Cardio,20.1,3.3,2,0,18.0,7.0,0.6428571428571429,4.5,185.8
3898,36,Female,86.8,1.88,186.0,151.0,71.0,0.49,Strength,28.2,3.3,2,0,24.5,6.0,0.6956521739130435,4.173913043478261,177.5
3899,23,Male,67.7,1.56,195.0,162.0,64.0,0.75,Mixed,10.0,4.1,4,2,27.8,8.0,0.7480916030534351,5.984732824427481,303.9
3900,50,Male,108.3,1.8,163.0,133.0,76.0,0.73,Cardio,25.0,3.3,3,1,33.5,7.0,0.6551724137931034,4.586206896551724,362.6
